SAMEA5076054	.0750	lineage4.8
SAMEA5076056	.0681	lineage4.8
SAMEA5076057	.0542	lineage4.3.3
SAMEA5076058	.0654	lineage4.8
SAMEA5076060	.1020	lineage4.1.2.1
SAMEA5076061	.0626	lineage4.1.2.1
SAMEA5076062	.0585	lineage2.2.1
SAMEA5076063	.0541	lineage4.3.3
SAMEA5076064	.0602	lineage4.1.2.1
SAMEA5076065	.0605	lineage4.1.2.1
SAMEA5076066	.0805	lineage4.3.2
SAMEA5076067	.0576	lineage4.3.2
SAMEA5076069	.0646	lineage4.8
SAMEA5076070	.0680	lineage4.1.2.1
SAMEA5076071	.0706	lineage4.8
SAMEA118265100	.0497	lineage4
SAMEA5076072	.0716	lineage4.1.2.1
SAMEA5076074	.0595	lineage4.8
SAMEA5076075	.0776	lineage4.8
SAMEA118265101	.0668	lineage4.3.2
SAMEA5076076	.0678	lineage4.3.3
SAMEA5076077	.0585	lineage2.2.1
SAMEA5076078	.0690	lineage4.1.2.1
SAMEA5076080	.0662	lineage4.1.2.1
SAMEA5076081	.0703	lineage4.8
SAMEA118265102	.0574	lineage4.1.2.1
SAMEA5076082	.0699	lineage4.1.2.1
SAMEA5076083	.0696	lineage4.3.2
SAMEA5076084	.0578	lineage4.8
SAMEA5076085	.0784	lineage4.8
SAMEA5076086	.0442	lineage4.3.3
SAMEA5076087	.0624	lineage4.1.2.1
SAMEA118265103	.0946	lineage4.3.4.1
SAMEA5076090	.0667	lineage4.8
SAMEA118265105	.0727	lineage4.1.2.1
SAMEA5076091	.0620	lineage4.1.2.1
SAMEA5076092	.0584	lineage4.8
SAMEA5076093	.0917	lineage4.8
SAMEA5076094	.1012	lineage4.8
SAMEA5076095	.0607	lineage4.8
SAMEA5076097	.0809	lineage4.8
SAMEA5076098	.0572	lineage4.8
SAMEA5076099	.0932	lineage4
SAMEA5076100	.0760	lineage4.8
SAMEA5076101	.0648	lineage4.1.2.1
SAMEA5076102	.0690	lineage4.3.4.2
SAMEA5076103	.0566	lineage4.3.4.2
SAMEA118265106	.0788	lineage4.1.2.1
SAMEA5076104	.0677	lineage4.1.2.1
SAMEA5076105	.0631	lineage4.8
SAMEA5076106	.0821	lineage4.8
SAMEA5076107	.0751	lineage4.3.3
SAMEA118265107	.0694	lineage4.4.1.1
SAMEA118265108	.1050	lineage4.8
SAMEA5076108	.0569	lineage4.3.3
SAMEA5076109	.0870	lineage4.1.2.1
SAMEA114663800	.0670	lineage4.1.2.1
SAMEA5076110	.0952	lineage4.3.4.2
SAMEA5076111	.0938	lineage4.1.2.1
SAMEA5076112	.0849	lineage4.1.2.1
SAMEA5076113	.0915	lineage4.8
SAMEA114663802	.0720	lineage4.1.2.1
SAMEA5076114	.0577	lineage4.1.2.1
SAMEA5076115	.0743	lineage4.3.3
SAMEA5076116	.0861	lineage4.1.2.1
SAMEA118265109	.1712	lineage4.3.4.2
SAMEA118265110	.0730	lineage4.8
SAMEA118265111	.1147	lineage4.8
SAMEA118265112	.0784	lineage4.8
SAMEA118265113	.0728	lineage4.3.2
SAMEA118265114	.0775	lineage4.1.2.1
SAMEA118265115	.1241	lineage4.8
SAMEA118265116	.0597	lineage4.1.2.1
SAMEA118265117	.1462	lineage4.1
SAMEA118265118	.1330	lineage4.1.2.1
SAMEA118265119	.0848	lineage4.1.2.1
SAMEA118265120	.1113	lineage4.3.2
SAMEA118265121	.1252	lineage4.3.2
SAMEA118265122	.0858	lineage4.1.2.1
SAMEA118265123	.1186	lineage4.8
SAMEA118265124	.0699	lineage4.1.2.1
SAMEA5076117	.0768	lineage4.7
SAMEA5076118	.0606	lineage4.1.2.1
SAMEA118265129	.0630	lineage4.8
SAMEA118265130	.0647	lineage4.1.2.1
SAMEA118265131	.0455	lineage2.2.1
SAMEA118265132	.0602	lineage4.3.3
SAMEA118265133	.0553	lineage4.1.1.1
SAMEA118265134	.0543	lineage4.3.4.2
SAMEA118265135	.0423	lineage4.3.2
SAMEA118265136	.0430	lineage4.1.2.1
SAMEA118265137	.0780	lineage4.1.2.1
SAMEA118265138	.0740	lineage4.1.2.1
SAMEA118265139	.0452	lineage4.3.3
SAMEA118265140	.0612	lineage4.1.2.1
SAMEA118265141	.0601	lineage4.8
SAMEA118265142	.0564	lineage4.4.1.1
SAMEA118265143	.0955	lineage4.8
SAMEA118265144	.0480	lineage4.3.3
SAMEA118265145	.0915	lineage4.8
SAMEA5076119	.0869	lineage4.7
SAMEA118265146	.0445	lineage6.2.3
SAMEA118265147	.0444	lineage4.8
SAMEA118265148	.0541	lineage4.3.2
SAMEA118265149	.0585	lineage4.3.2
SAMEA118265150	.0274	lineage4.4.1.1
SAMEA118265151	.0548	lineage4.1.2.1
SAMEA5076120	.0752	lineage4.3.2
SAMEA118265152	.0782	lineage4.3.2
SAMEA118265153	.0666	lineage4.1.2.1
SAMEA118265154	.0601	lineage4.3.2
SAMEA118265155	.0924	lineage4.1.2.1
SAMEA118265156	.0494	lineage4.8
SAMEA118265157	.0834	lineage4.8
SAMEA118265158	.0590	lineage4.8
SAMEA118265159	.0788	lineage4.8
SAMEA118265160	.0437	lineage4.3.2
SAMEA118265161	.0805	lineage4.8
SAMEA118265162	.0799	lineage5.1
SAMEA118265163	.0608	lineage4.3.1
SAMEA118265164	.0651	lineage4.3.3
SAMEA118265165	.0870	lineage4.1.2.1
SAMEA118265166	.0835	lineage4.8
SAMEA118265167	.0521	lineage4.3.2
SAMEA118265168	.0866	lineage4.1.2.1
SAMEA5076121	.1128	lineage4.8
SAMEA118265169	.0580	lineage4.3.4.2
SAMEA118265171	.0598	lineage4.8
SAMEA118265172	.0677	lineage4.1.2.1
SAMEA118265173	.0911	lineage4.8
SAMEA118265174	.0858	lineage3
SAMEA118265175	.0625	lineage4.3.3
SAMEA118265176	.0909	lineage4.8
SAMEA118265177	.0668	lineage4.1.2.1
SAMEA118265178	.0934	lineage3.1.3
SAMEA118265179	.0563	lineage4.7
SAMEA118265180	.0610	lineage4.1.2.1
SAMEA118265181	.0494	lineage4.8
SAMEA118265182	.0548	lineage4.3.4.1
SAMEA118265183	.0927	lineage4.7
SAMEA118265184	.0564	lineage4.7
SAMEA118265185	.0941	lineage4.3.2
SAMEA118265186	.0763	lineage4.1.2.1
SAMEA118265187	.0588	lineage4.8
SAMEA118265188	.0739	lineage4.1.2.1
SAMEA118265189	.1138	lineage4.8
SAMEA118265190	.0525	lineage4.1.2.1
SAMEA118265191	.0859	lineage4.8
SAMEA118265192	.0425	lineage3
SAMEA118265193	.0900	lineage4
SAMEA118265194	.0834	lineage4.1.2.1
SAMEA118265195	.0665	lineage4.8
SAMEA118265196	.0676	lineage4.3.4.2
SAMEA118265197	.0555	lineage4.3.3
SAMEA5076122	.0745	lineage4.1.2.1
SAMEA118265198	.0640	lineage4.8
SAMEA118265199	.0971	lineage4.8
SAMEA118265200	.0648	lineage4.8
SAMEA118265201	.0622	lineage4.4.1.1
SAMEA118265202	.0559	lineage4.8
SAMEA118265203	.0534	lineage4.8
SAMEA118265204	.0735	lineage4.7
SAMEA118265205	.0706	lineage4.8
SAMEA118265206	.0596	lineage4.3.3
SAMEA118265207	.0520	lineage4.3.4.1
SAMEA118265208	.0428	lineage4.3.3
SAMEA118265209	.0708	lineage4.7
SAMEA118265210	.0473	lineage2.2.1
SAMEA118265211	.0583	lineage4.3.2
SAMEA118265212	.0495	lineage4.3.3
SAMEA118265213	.0591	lineage4.1.2
SAMEA118265214	.0712	lineage4.8
SAMEA118265215	.0700	lineage4.1.2.1
SAMEA118265216	.0559	lineage4.1.2.1
SAMEA118265217	.0803	lineage4.1.2.1
SAMEA118265218	.0556	lineage4.1.2.1
SAMEA118265219	.1249	lineage4.1.2
SAMEA118265220	.0654	lineage4.1.2.1
SAMEA118265221	.0586	lineage4.3.2
SAMEA5076123	.0467	lineage4.3.4.2
SAMEA118265222	.0661	lineage4.3.2
SAMEA118265223	.0540	lineage4.1.2.1
SAMEA118265224	.0695	lineage4.3.2
SAMEA118265225	.0464	lineage4.1.2
SAMEA118265226	.0806	lineage4.1.2.1
SAMEA118265227	.0473	lineage4.3.1
SAMEA118265228	.0897	lineage4.7
SAMEA118265229	.0491	lineage4.1.2.1
SAMEA118265230	.0583	lineage4.3.1
SAMEA118265231	.0422	lineage4.8
SAMEA118265232	.0485	lineage2.2.1
SAMEA118265233	.0950	lineage4.8
SAMEA118265234	.0830	lineage4.8
SAMEA118265235	.0964	lineage4.8
SAMEA118265236	.0712	lineage4.3.1
SAMEA118265237	.0808	lineage4.1.2.1
SAMEA118265238	.0650	lineage4.8
SAMEA118265239	.0423	lineage4.3.3
SAMEA118265240	.0740	lineage4.8
SAMEA118265241	.0655	lineage4.7
SAMEA118265242	.0805	lineage4.8
SAMEA118265243	.0510	lineage4.1.2.1
SAMEA118265244	.0711	lineage4.8
SAMEA118265245	.0950	lineage4.7
SAMEA118265246	.0577	None
SAMEA118265247	.0804	lineage4.8
SAMEA118265248	.0510	lineage4.3.4.2
SAMEA118265249	.0760	lineage4.8
SAMEA118265250	.0570	lineage4.4.1.1
SAMEA118265251	.1005	lineage5.1
SAMEA118265252	.0759	lineage5.1
SAMEA118265253	.0445	lineage4.3.4.2
SAMEA118265254	.0559	lineage4.3.2
SAMEA118265255	.1374	lineage4.1.1.3
SAMEA118265256	.0585	lineage4.3.4.2
SAMEA118265257	.0617	lineage4.3.2
SAMEA118265258	.0722	lineage4.1.2.1
SAMEA118265259	.0574	lineage4.3.4.2
SAMEA118265260	.0845	lineage4.1.2.1
SAMEA118265261	.0953	lineage4.1.2.1
SAMEA118265262	.0839	lineage4.4.1.1
SAMEA118265263	.0582	lineage4.8
G2176m	.0927	lineage4.8
SAMEA118265266	.0704	lineage4.3.1
SAMEA118265267	.0622	lineage4.1.2.1
SAMEA118265268	.0780	lineage4.8
SAMEA118265269	.0575	lineage4.3
SAMEA118265270	.0615	lineage4.4.1.2
SAMEA118265271	.0473	lineage3
SAMEA118265272	.0756	lineage4.3.2
SAMEA118265273	.0755	lineage4.3.2
SAMEA118265274	.0663	lineage4.7
SAMEA118265275	.1077	lineage4.8
SAMEA118265276	.0897	lineage4.8
SAMEA118265278	.0852	lineage4.1.2.1
SAMEA118265279	.0570	lineage4.3.4.1
SAMEA118265280	.0736	lineage4.3.4.2
SAMEA118265281	.0808	lineage4.1.2.1
SAMEA118265282	.0831	lineage4.1.2.1
SAMEA118265283	.0754	lineage4.1.2.1
SAMEA118265284	.1222	lineage4.7
SAMEA118265285	.0638	lineage4.1.2.1
SAMEA118265286	.0634	lineage4.1.2.1
SAMEA118265287	.0728	lineage4.3.4.2
SAMEA118265288	.1478	lineage4.7
SAMEA118265289	.0678	lineage4.1.2.1
SAMEA118265290	.0678	lineage4.3.3
